word,frequency_rank,definition_order,pos,level,definition_en,definition_vi,pronunciations,example_en,example_vi
take,,89,verb,beginner,(archaic) To visit; to include in a course of travel.,took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,"Now about a Year ſince, R. B. and B. F. took that City in the Way from Frederickſtadt to Amſterdam, and gave them a Viſit: In which they informed them ſomewhat of Friend's Principles, and recommended the Teſtimony of TRUTH to them, as both a nearer and more certain Thing than the utmoſt of De Labadies Doctrine. They left them tender and loving.","Bây giờ cách đây khoảng một năm, R. B. và B. F. đã chiếm thành phố đó từ Frederickſtadt đến Amſterdam và ghé thăm họ. Trong đó, họ thông báo cho họ về một số nguyên tắc của Friend và giới thiệu chứng nhân của THỰC TƯỢNG cho họ, rằng đó là điều gần gũi và chắc chắn hơn so với giáo lý xa nhất của De Labadies. Họ để lại họ mềm yếu và yêu thương."
take,,90,verb,beginner,(obsolete|rare) To portray in a painting.,took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,,
take,,91,verb,beginner,(obsolete|rare) To portray in a painting.,took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,,
take,,92,noun,beginner,The or an act of taking.,"sự cầm, sự nắm, sự lấy",US:/teɪk/ | US:/tɛk/ | US:/tæk/,"The 1994 Amendments address the incidental take of marine mammals in the course of commercial fishing, not the direct lethal take of pinnipeds for management purposes.","Sửa đổi năm 1994 đề cập đến việc lấy ngẫu nhiên động vật biển trong quá trình đánh bắt thương mại, không phải là việc lấy trực tiếp và gây tử vong đối với pinnipeds để mục đích quản lý."
take,,93,noun,beginner,Something that is taken; a haul.,"chầu, mẻ (số lượng săn được, câu được, bắt được)",US:/teɪk/ | US:/tɛk/ | US:/tæk/,,
take,,94,noun,beginner,"Money that is taken in, (legal or illegal) proceeds, income; (in particular) profits; takings.","số tiền thu được, số tiền nhận được (trong buổi hoà nhạc, diễn kịch.. do bán vé mà có)",US:/teɪk/ | US:/tɛk/ | US:/tæk/,He wants half of the take if he helps with the job.,Anh ta muốn được hưởng một nửa số tiền nếu giúp làm việc.
take,,95,noun,beginner,"The or a quantity of fish, game animals or pelts, etc which have been taken at one time; catch.",(điện ảnh) chuỗi cảnh của phim quay liền một lần không ngừng máy quay lại,US:/teɪk/ | US:/tɛk/ | US:/tæk/,,
take,,96,noun,beginner,"An interpretation or view, opinion or assessment; perspective; a statement expressing such a position.","sự cầm, sự nắm, sự lấy",US:/teɪk/ | US:/tɛk/ | US:/tæk/,"What's your take on this issue, Fred?","Fred, bạn nghĩ gì về vấn đề này?"
take,,97,noun,beginner,"An approach, a (distinct) treatment.","sự cầm, sự nắm, sự lấy",US:/teɪk/ | US:/tɛk/ | US:/tæk/,a new take on a traditional dish,một cách tiếp cận mới đối với món ăn truyền thống
take,,98,noun,beginner,"(film) A scene recorded (filmed) at one time, without an interruption or break; a recording of such a scene.","sự cầm, sự nắm, sự lấy",US:/teɪk/ | US:/tɛk/ | US:/tæk/,It's a take.,Đó là một cách tiếp cận.
take,,99,noun,beginner,(music) A recording of a musical performance made during an uninterrupted single recording period.,"sự cầm, sự nắm, sự lấy",US:/teɪk/ | US:/tɛk/ | US:/tæk/,,
take,,100,noun,beginner,"A visible (facial) response to something, especially something unexpected; a facial gesture in response to an event.","sự cầm, sự nắm, sự lấy",US:/teɪk/ | US:/tɛk/ | US:/tæk/,did a double take and then a triple take,tôi đã làm một lần thử thám và sau đó là một lần thử thám thứ ba
take,,101,noun,beginner,(medicine) An instance of successful inoculation/vaccination.,"sự cầm, sự nắm, sự lấy",US:/teɪk/ | US:/tɛk/ | US:/tæk/,,
take,,102,noun,beginner,"(rugby|cricket) A catch of the ball (in cricket, especially one by the wicket-keeper).","sự cầm, sự nắm, sự lấy",US:/teɪk/ | US:/tɛk/ | US:/tæk/,,
take,,103,noun,beginner,(printing) The quantity of copy given to a compositor at one time.,"sự cầm, sự nắm, sự lấy",US:/teɪk/ | US:/tɛk/ | US:/tæk/,"When the copy arrives, it is taken in hand by the printer, who first of all divides it into ""takes"" or short portions, distributing these among the various compositors. A take usually consists of a little more than a stickful of matter, but it varies sometimes, for if a new paragraph occurs it is not overlooked. These takes are carefully numbered, and a list is kept of the compositors who take the several pieces.","Khi bản sao đến, nó được tay in nhận lấy, người đầu tiên chia nó thành 'lần thử thám' hoặc các phần nhỏ, phân phối những phần này cho các soạn thảo viên khác nhau. Một lần thử thám thường gồm một chút hơn một cây gỗ của nội dung, nhưng nó thay đổi đôi khi, vì nếu một đoạn văn mới xuất hiện, nó không bị bỏ qua. Những lần thử thám này được đánh số cẩn thận, và một danh sách được giữ về những soạn thảo viên nào nhận từng phần."
come,,1,verb,beginner,(intransitive) To move nearer to the point of perspective.,"đến, tới, đi đến, đi tới, đi lại",UK:/kʌm/ | US:/kʌm/ | US:/kʊm/,She’ll be coming round the mountain when she comes the wrong way,Cô ấy sẽ đi qua dãy núi khi đi sai đường.
come,,2,verb,beginner,To move toward the speaker.,"sắp đến, sắp tới",UK:/kʌm/ | US:/kʌm/ | US:/kʊm/,"I called the dog, but she wouldn't come.","Tôi gọi chó, nhưng cô ấy không chịu đến."
come,,3,verb,beginner,To move toward the listener.,"xảy ra, xảy đến",UK:/kʌm/ | US:/kʌm/ | US:/kʊm/,"Hold on, I'll come in a second.","Chờ một chút, tôi sẽ đến ngay sau này."
come,,4,verb,beginner,To move toward the object that is the focus of the sentence.,"thấy, ở, thấy ở",UK:/kʌm/ | US:/kʌm/ | US:/kʊm/,No-one can find Bertie Wooster when his aunts come to visit.,Không ai có thể tìm thấy Bertie Wooster khi các bà của ông đến thăm.
come,,5,verb,beginner,(in subordinate clauses and gerunds) To move toward the agent or subject of the main clause.,"nên, thành ra, hoá ra, trở nên, trở thành",UK:/kʌm/ | US:/kʌm/ | US:/kʊm/,King Cnut couldn't stop the tide coming.,Vua Cnut không thể ngăn dòng chảy của sóng biển.
come,,6,verb,beginner,To move toward an unstated agent.,"hình thành; đặc lại, đông lại (nước xốt, tiết canh...)",UK:/kʌm/ | US:/kʌm/ | US:/kʊm/,The butler should come when called.,Dụng dịch nên đến khi được gọi.
come,,7,verb,beginner,(intransitive) To arrive.,"(lời mệnh lệnh) nào! nào, nào!; thế, thế!",UK:/kʌm/ | US:/kʌm/ | US:/kʊm/,"So I'd have ate when me Dad had ate, sort of thing, I think, you know when he come home from work, I'd have waited for him, I wouldn't have said I wanted mine at four o'clock","Vì vậy, tôi sẽ đã ăn khi cha tôi đã ăn, kiểu như vậy, tôi nghĩ, bạn biết, khi ông ấy về từ công việc, tôi sẽ đã đợi ông ấy, tôi không có nói rằng tôi muốn của mình vào lúc bốn giờ"
come,,8,verb,beginner,(intransitive) To appear; to manifest itself; to cause a reaction by manifesting.,"(từ lóng) hành động, làm, xử sự",UK:/kʌm/ | US:/kʌm/ | US:/kʊm/,The pain in his leg comes and goes.,Đau ở chân ông ấy xuất hiện và biến mất.
come,,9,verb,beginner,(with an infinitive) To begin (to have an opinion or feeling).,came ; come,UK:/kʌm/ | US:/kʌm/ | US:/kʊm/,We came to believe that he was not so innocent after all.,Chúng tôi bắt đầu tin rằng anh ấy không phải là vô tội như vậy sau hết.
come,,10,verb,beginner,(with an infinitive) To do something by chance or unintentionally.,came ; come,UK:/kʌm/ | US:/kʌm/ | US:/kʊm/,Could you tell me how the document came to be discovered?,Bạn có thể kể cho tôi biết cách mà bản văn được phát hiện ra không?
come,,11,verb,beginner,(intransitive) To take a position relative to something else in a sequence.,came ; come,UK:/kʌm/ | US:/kʌm/ | US:/kʊm/,Which letter comes before Y?&nbsp;&nbsp; Winter comes after autumn.,Letter Y nằm trước chữ gì? Winter đến sau mùa thu.
come,,12,verb,beginner,(intransitive|often vulgar|slang) To achieve orgasm; to cum; to ejaculate.,came ; come,UK:/kʌm/ | US:/kʌm/ | US:/kʊm/,She came after a few minutes.,Cô ấy đến sau vài phút.
come,,13,verb,beginner,(intransitive|of milk) To become butter by being churned.,came ; come,UK:/kʌm/ | US:/kʌm/ | US:/kʊm/,,
come,,14,verb,beginner,(copulative|figuratively) To approach or reach a state of being or accomplishment.,came ; come,UK:/kʌm/ | US:/kʌm/ | US:/kʊm/,They came very close to leaving on time.&nbsp;&nbsp; His test scores came close to perfect.,Họ gần như rời đi đúng giờ. Điểm số kiểm tra của anh ấy gần như hoàn hảo.
come,,15,verb,beginner,(figuratively|with to) To take a particular approach or point of view in regard to something.,came ; come,UK:/kʌm/ | US:/kʌm/ | US:/kʊm/,"He came to SF literature a confirmed technophile, and nothing made him happier than to read a manuscript thick with imaginary gizmos and whatzits.","Anh đến với văn học San Francisco như một người yêu công nghệ, và không có gì làm anh hạnh phúc hơn là đọc một bản thảo dày đặc với những đồ ghi chú tưởng tượng và những cái gì đó."
come,,16,verb,beginner,"(copulative|fossil word) To become, to turn out to be .",came ; come,UK:/kʌm/ | US:/kʌm/ | US:/kʊm/,come true,trở thành hiện thực
come,,17,verb,beginner,"(intransitive) To be supplied, or made available; to exist.",came ; come,UK:/kʌm/ | US:/kʌm/ | US:/kʊm/,He's as tough as they come.,Anh thật sự mạnh mẽ như vậy.
come,,18,verb,beginner,(slang) To carry through; to succeed in.,came ; come,UK:/kʌm/ | US:/kʌm/ | US:/kʊm/,You can't come any tricks here.,Bạn không thể chơi trò lừa đảo ở đây.
come,,19,verb,beginner,(intransitive) To happen.,came ; come,UK:/kʌm/ | US:/kʌm/ | US:/kʊm/,This kind of accident comes when you are careless.,Loại tai nạn này xảy ra khi bạn chủ quan.
come,,20,verb,beginner,"(intransitive|with from or sometimes of) To have as an origin, originate.",came ; come,UK:/kʌm/ | US:/kʌm/ | US:/kʊm/,,
come,,21,verb,beginner,To have a certain social background.,came ; come,UK:/kʌm/ | US:/kʌm/ | US:/kʊm/,"While Kate Roberts came from a poor background and, later in life, in the post-Second World War period suffered from severe money shortages, in the early 1930s, she and her husband must have counted themselves relatively well off, particularly in comparison with their neighbours in Tonypandy.","Trong khi Kate Roberts xuất thân từ một gia đình nghèo và sau cuộc chiến thế giới thứ hai gặp khó khăn về tài chính, vào những năm đầu thập kỷ 1930, cô và chồng cô chắc chắn tự coi mình là khá giả so với hàng xóm của họ ở Tonypandy."
come,,22,verb,beginner,To be or have been a resident or native.,came ; come,UK:/kʌm/ | US:/kʌm/ | US:/kʊm/,Where did you come from?,Bạn đến từ đâu?
come,,23,verb,beginner,To have been brought up by or employed by.,came ; come,UK:/kʌm/ | US:/kʌm/ | US:/kʊm/,She comes from a good family.,Cô ấy đến từ một gia đình tốt.
come,,24,verb,beginner,To begin (at a certain location); to radiate or stem (from).,came ; come,UK:/kʌm/ | US:/kʌm/ | US:/kʊm/,The river comes from Bear Lake.,Sông này bắt nguồn từ Hồ Gấu.
come,,25,verb,beginner,(intransitive|of grain) To germinate.,came ; come,UK:/kʌm/ | US:/kʌm/ | US:/kʊm/,,
come,,26,verb,beginner,(transitive|informal) To pretend to be; to behave in the manner of; to assume the role of.,came ; come,UK:/kʌm/ | US:/kʌm/ | US:/kʊm/,Don’t come the innocent victim. We all know who’s to blame here.,Chớ giả vờ là nạn nhân vô tội. Chúng tôi đều biết ai phải chịu trách nhiệm.
come,,27,noun,beginner,"(obsolete) Coming, arrival; approach.","(từ Mỹ,nghĩa Mỹ), (từ lóng) đáp lại, cãi lại ▸ to come between",UK:/kʌm/ | US:/kʌm/ | US:/kʊm/,"“If we count three before the come of thee, thwacked thou art, and must go to the women.”","""Nếu chúng ta đếm ba trước khi bạn đến, bạn sẽ bị trừng phạt và phải đi đến phụ nữ."""
come,,28,noun,beginner,(vulgar|slang) Semen,"đứng giữa (làm môi giới, điều đình)",UK:/kʌm/ | US:/kʌm/ | US:/kʊm/,,
come,,29,noun,beginner,(vulgar|slang) Female ejaculatory discharge.,"can thiệp vào, xen vào ▸ to come by",UK:/kʌm/ | US:/kʌm/ | US:/kʊm/,,
come,,30,interjection,beginner,(dated|or|formal),"qua, đi qua",UK:/kʌm/ | US:/kʌm/ | US:/kʊm/,Come come! Stop crying.,Anh ấy đừng khóc nữa.
come,,31,interjection,beginner,(dated|or|formal),"có được, kiếm được, vớ được",UK:/kʌm/ | US:/kʌm/ | US:/kʊm/,Come come! You can do it.,Anh ấy đừng khóc nữa.
come,,32,noun,beginner,in its medieval use as a middot ⟨·⟩ serving as a form of colon.,"xuống, đi xuống",UK:/kʌm/ | US:/kʌm/ | US:/kʊm/,"There be five manner of points and divisions most used among cunning men; the which if they be well used, make the sentence very light and easy to be understood, both to the reader and hearer: and they be these, virgil,—come,—parenthesis,—plain point,—interrogative.","Ai đã giới thiệu các điểm khác nhau, dường như một dấu chấm đầy đủ, một dấu chấm gọi là đến, tương đương với dấu chấm điểm của chúng tôi, một dấu chấm gọi là Virgil đáp ứng dấu phẩy của chúng tôi, dấu ngoặc đơn và dấu hỏi, được sử dụng vào cuối thế kỷ XIV hoặc đầu thế kỷ XV."
see,,1,verb,beginner,"(transitive) To perceive or detect someone or something with the eyes, or as if by sight.","thấy, trông thấy, nhìn thấy; xem, quan sát, xem xét",US:/ˈsiː/ | US:/ˈsi/,,
